Product Name,Price,Rating,Reviews,Link
"URBAN TRIBE Accelerator 30L Laptop Backpack with 15.6"" compartment for Office/Business/Travel/College, Casual Bag for Men and Women, Black","1,678",4.0,503,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjE2OTI1MzgyNjAyMjUwOjE2NzUzNjE0ODk6c3BfYnRmOjIwMTA0MTQwMjYzMjk4OjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Accelerator%2Fdp%2FB01M6WLGH0%2Fref%3Dsr_1_198_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361489%26sprefix%3Dba%252Caps%252C283%26sr%3D8-198-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA385M0TPSNV7VS
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",998,3.9,684,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTc4NjQ2ODg1NzE1NTE1OjE2NzUzNjE0OTA6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_193_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361490%26sprefix%3Dba%252Caps%252C283%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS
URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack,798,3.5,10,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTc4NjQ2ODg1NzE1NTE1OjE2NzUzNjE0OTA6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjQyOTg6OjA6Og&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_194_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361490%26sprefix%3Dba%252Caps%252C283%26sr%3D8-194-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS
Tommy Hilfiger Polyester 53 cms Navy + White Gym Shoulder Bag (TH/KENDALL0815),"1,799",4.4,63,https://www.amazon.in/Tommy-Hilfiger-Polyester-TH-KENDALL0815/dp/B082PFY9VC/ref=sr_1_195?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-195
SAFARI 15 Ltrs Denim Blue Casual/School/College Backpack (DAYPACKNEO15CBDNB),499,4.0,"12,158",https://www.amazon.in/SAFARI-Denim-Casual-Backpack-DAYPACKNEO15CBDNB/dp/B07NSC4SL5/ref=sr_1_196?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-196
NIVIA String Bag/Drawstring Bag/Sports Bag Boys/Polyester String Bag/Kit Bags/Drawstring Sports Bag/Dori Backpack/Gym Bag/String Bag Men Waterproof/Drawstring Backpack (Sky Blue),193,4.2,444,https://www.amazon.in/Nivia-5177SB-Polyester-String-Blue/dp/B071XMLFTL/ref=sr_1_197?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-197
Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,"1,899",4.4,425,https://www.amazon.in/Red-Lemon-Backpack-Multifunctional-Charcoal/dp/B0BGSV19KZ/ref=sr_1_198?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-198
"Storite Stylish Small PU Leather Sling Cross Body Travel Office Messenger One Side Shoulder Bag for Men Women(Brown, 20.5x9x16.5cm)",799,4.1,810,https://www.amazon.in/Storite-Leather-Sling-Bag-Brown/dp/B08TR8RMNH/ref=sr_1_199?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-199
"Storite PU Leather 14 inch Laptop Messenger Organizer Bag/Shoulder Sling Office Bag for Men & Women – (37x 27x7 cm,Light Brown)",999,4.0,"1,532",https://www.amazon.in/Storite-Leather-Laptop-Bag-inch/dp/B081GQJLD2/ref=sr_1_200?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-200
F Gear Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo),822,4.2,"2,869",https://www.amazon.in/F-Gear-Raider-Marpat-Navy-Backpack/dp/B07F1157TV/ref=sr_1_201?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-201
motherly 25 ltrs (25 Cms) backpack(5860_grey),"1,716",4.6,"5,401",https://www.amazon.in/Motherly-Stylish-Babies-Diaper-Mothers/dp/B07DMKJJB4/ref=sr_1_202?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-202
Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,"1,899",4.4,425,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTc4NjQ2ODg1NzE1NTE1OjE2NzUzNjE0OTA6c3BfbXRmOjIwMDk4NDY0Mjg5Nzk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_203_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361490%26sprefix%3Dba%252Caps%252C283%26sr%3D8-203-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L","1,196",4.2,"2,166",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTc4NjQ2ODg1NzE1NTE1OjE2NzUzNjE0OTA6c3BfbXRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_204_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361490%26sprefix%3Dba%252Caps%252C283%26sr%3D8-204-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Lino Perros Faux Leather Sling Bag,940,3.9,193,https://www.amazon.in/Lino-Perros-Womens-Sling-Gold/dp/B07MV38P1L/ref=sr_1_205?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-205
ZIPLINE Office Laptop Synthetic Leather Executive Formal 15.6 inch Laptop & MacBook Briefcase Messenger/Office/Travel/Business Bag for Men Women with Multiple compartments,"1,599",4.3,14,https://www.amazon.in/Zipline-Synthetic-Executive-Briefcase-compartments/dp/B0BL3G2JKV/ref=sr_1_206?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-206
F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),662,4.4,93,https://www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_207?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-207
"Genie Spray School Bag for Girls, 19 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls",999,4.1,"1,289",https://www.amazon.in/Genie-Ltrs-School-Backpack-SPRAY19SBBLU/dp/B07QFF2RZR/ref=sr_1_208?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-208
"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",299,4.2,903,https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_209?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-209
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L","1,196",4.2,"2,166",https://www.amazon.in/COSMUS-Multipurpose-Backpack-Bag-compartment/dp/B078JVT384/ref=sr_1_210?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-210
ZIBUYU® Tote Handbag for Women Fashion Faux Leather Tote Bag Classic Shoulder Crossbody Bags for Lady Girl Solid Color,"1,322",3.9,38,https://www.amazon.in/ZIBUYU%C2%AE-Handbag-Fashion-Shoulder-Crossbody/dp/B0B3MTSRFK/ref=sr_1_211?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-211
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",999,4.0,961,https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QL8633G/ref=sr_1_212?crid=2M096C61O4MLT&keywords=bags&qid=1675361490&sprefix=ba%2Caps%2C283&sr=8-212
Cosmus ACE Casual Navy 45 cm 22 Ltr Laptop Backpack Bag,718,3.9,120,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTc4NjQ2ODg1NzE1NTE1OjE2NzUzNjE0OTA6c3BfYnRmOjIwMDU2MTA2NzQ2NDA2OjowOjo&url=%2FCosmus-Casual-Navy-Laptop-Backpack%2Fdp%2FB08R7M639Z%2Fref%3Dsr_1_213_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361490%26sprefix%3Dba%252Caps%252C283%26sr%3D8-213-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","4,890",4.4,147,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTc4NjQ2ODg1NzE1NTE1OjE2NzUzNjE0OTA6c3BfYnRmOjIwMTE1MTA0OTA4MTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Happy-Green%2Fdp%2FB08SW9W2FY%2Fref%3Dsr_1_214_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361490%26sprefix%3Dba%252Caps%252C283%26sr%3D8-214-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",998,3.9,684,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTgwOTI0Mzc3MDMyODYyOjE2NzUzNjE0OTI6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_209_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361492%26sprefix%3Dba%252Caps%252C283%26sr%3D8-209-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS
Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,"1,899",4.4,425,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTgwOTI0Mzc3MDMyODYyOjE2NzUzNjE0OTI6c3BfYXRmX25leHQ6MjAwOTg0NjQyODk3OTg6OjA6Og&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_210_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361492%26sprefix%3Dba%252Caps%252C283%26sr%3D8-210-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
ZIPLINE Office Laptop Synthetic Leather Executive Formal 15.6 inch Laptop & MacBook Briefcase Messenger/Office/Travel/Business Bag for Men Women with Multiple compartments,"1,599",4.3,14,https://www.amazon.in/Zipline-Synthetic-Executive-Briefcase-compartments/dp/B0BL3G2JKV/ref=sr_1_211?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-211
Amazon Brand - Eden & Ivy Women's Sling Bag,558.,4.3,609,https://www.amazon.in/Amazon-Brand-Womens-Sling-Light/dp/B07YXBTD6Z/ref=sr_1_212?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-212
"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",299,4.2,903,https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_213?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-213
Isle Locada by Hidesign Women's SLING BAG(MARSALA),"1,599",4.3,152,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07T22KS9F/ref=sr_1_214?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-214
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",999,4.0,961,https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QL8633G/ref=sr_1_215?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-215
Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),"1,568",4.4,753,https://www.amazon.in/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67/ref=sr_1_216?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-216
ASTRID Blue Textured Cotton Tote Bag With Coin Pouch,749,4.4,219,https://www.amazon.in/ASTRID-Blue-Textured-Cotton-Pouch/dp/B08W431L94/ref=sr_1_217?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-217
Kuber Industries Rexine Lightweight Travel Toiletry Bag Shaving Kit with Carrying Strap (Grey) 54KM4283,244,4.1,17,https://www.amazon.in/Kuber-Industries-Lightweight-Toiletry-Carrying/dp/B0B45QRYHY/ref=sr_1_218?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-218
URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack,798,3.5,10,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTgwOTI0Mzc3MDMyODYyOjE2NzUzNjE0OTI6c3BfbXRmOjIwMTA0MTQwMjY0Mjk4OjowOjo&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_219_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361492%26sprefix%3Dba%252Caps%252C283%26sr%3D8-219-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA385M0TPSNV7VS
Large 45L Laptop Backpack Unisex Backpack |School Bag| |College Bag Blufin Bags,639,3.9,47,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTgwOTI0Mzc3MDMyODYyOjE2NzUzNjE0OTI6c3BfbXRmOjIwMTE2MjIzODUzMDk4OjowOjo&url=%2FBLUFIN-Unisex-Laptop-Backpack-Large%2Fdp%2FB09TRZ9CL2%2Fref%3Dsr_1_220_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361492%26sprefix%3Dba%252Caps%252C283%26sr%3D8-220-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Skybags Unisex Grey Jacqard 34L Laptop Bags,"1,155",4.4,12,https://www.amazon.in/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ/ref=sr_1_221?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-221
American Tourister Ivy Polypropylene 68 cms Black Hardsided Check-in Luggage (FO1 (0) 09 002),"3,899",4.2,"8,510",https://www.amazon.in/American-Tourister-Polypropylene-FO1-002/dp/B08CS9NC8Y/ref=sr_1_222?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-222
"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)",299,4.1,"7,630",https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088X9M73T/ref=sr_1_223?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-223
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),239,3.7,"10,953",https://www.amazon.in/DZert-Panda-School-Backpacks-Cartoon/dp/B07Y2BFJ1B/ref=sr_1_224?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-224
Nivia 5177RD Polyester String Bag (Red),193,4.0,250,https://www.amazon.in/Nivia-5177RD-Polyester-String-Bag/dp/B07NNJKQQY/ref=sr_1_225?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-225
Lenovo Casual Laptop Backpack B210 39.62 cm (15.6) -inch Water Repellent Grey,"1,008",4.2,"53,052",https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17227/dp/B075Y6SRMG/ref=sr_1_226?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-226
VISMIINTREND Fashion Vegan Leather Anti Theft Backpack Purse Bags for Women and Girls | Sling | Casual | Bagpack | College | Work Bag | Gifts for Women | Gift for Sister | Valentine | Girlfriend | Wife,"1,310",4.3,943,https://www.amazon.in/VISMIINTREND-Fashion-Backpack-Girlfriend-Valentine/dp/B0BC9LX3KW/ref=sr_1_227?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-227
"Gear Alphamount 45L Water Resistant Trekking Travel Rucksack for Men,Women - Black Yellow",849,4.0,319,https://www.amazon.in/Gear-Alphamount-Trekking-Black-Yellow-RKSALPAMT0112/dp/B097KFYPCG/ref=sr_1_228?crid=2M096C61O4MLT&keywords=bags&qid=1675361492&sprefix=ba%2Caps%2C283&sr=8-228
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L","1,196",4.2,"2,166",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTgwOTI0Mzc3MDMyODYyOjE2NzUzNjE0OTI6c3BfYnRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_229_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361492%26sprefix%3Dba%252Caps%252C283%26sr%3D8-229-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Stark Lightweight Laptop Bags Backpacks for Boys Girls Stylish Men and Women Casual 15.6 inch 32 L Travel Laptop Bag College Office School,"1,286",4.4,26,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MTgwOTI0Mzc3MDMyODYyOjE2NzUzNjE0OTI6c3BfYnRmOjIwMDc2ODk4OTE3Njk4OjowOjo&url=%2FSTRABO-Womens-Lightweight-Casual-Backpack%2Fdp%2FB0B7FH936K%2Fref%3Dsr_1_230_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361492%26sprefix%3Dba%252Caps%252C283%26sr%3D8-230-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Half Moon 35 ltrs (33 cms)backpack(Navy Laptop Bags_navy blue),689,3.9,"14,910",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2Mzk4NTkyOTYxMDM5NjYxOjE2NzUzNjE0OTM6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_225_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361493%26sprefix%3Dba%252Caps%252C283%26sr%3D8-225-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",998,3.9,684,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2Mzk4NTkyOTYxMDM5NjYxOjE2NzUzNjE0OTM6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_226_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361493%26sprefix%3Dba%252Caps%252C283%26sr%3D8-226-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS
"POLESTAR Enzo 15.6 inch 35 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack , Water Resistant and Light Weight, 1 year Warranty",619,4.2,"3,728",https://www.amazon.in/POLESTAR-backpack-Backpack-College-Students/dp/B08X2KR6T9/ref=sr_1_227?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-227
PLAYY BAGS Large 35 L Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students(Navy Blue),599,3.3,110,https://www.amazon.in/PLAYY-BAGS-Backpack-College-Students/dp/B099N8JRVJ/ref=sr_1_228?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-228
ASTRID Blue Textured Cotton Tote Bag With Coin Pouch,749,4.4,219,https://www.amazon.in/ASTRID-Blue-Textured-Cotton-Pouch/dp/B08W431L94/ref=sr_1_229?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-229
"ASHAPURA SUITCASE BAGS Polyester Casual Laptop Backpack, Travel Computer Bag Water Resistant College Work School Bag (Blue)",349,Not rated,0,https://www.amazon.in/ASHAPURA-SUITCASE-Polyester-Backpack-Resistant/dp/B09F5F445M/ref=sr_1_230?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-230
AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,639,4.2,384,https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_231?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-231
Dybbuk 18 ltrs (7 Cms) backpack(INVALID DATA_red),475,3.3,13,https://www.amazon.in/Dybbuk-ltrs-backpack-INVALID-DATA_red/dp/B0BCGWRTHT/ref=sr_1_232?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-232
Fristo Women's Handbag (FRB-315_Red),498,3.9,"5,540",https://www.amazon.in/Fristo-FRB-315-Red-Women-Handbag/dp/B07MNRTDK5/ref=sr_1_233?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-233
"Comfabie Falma Women's Leather Latest Stylish Fashion Mini Small Pouch and Cute Sling Bag Set (Pink, 5L) - Combo of 3 Pcs",489,3.9,425,https://www.amazon.in/Stylish-Fashion-backpack-college-Leather/dp/B09CQFVP2Q/ref=sr_1_234?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-234
Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,"1,899",4.4,425,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2Mzk4NTkyOTYxMDM5NjYxOjE2NzUzNjE0OTM6c3BfbXRmOjIwMDk4NDY0Mjg5Nzk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_235_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361493%26sprefix%3Dba%252Caps%252C283%26sr%3D8-235-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack,798,3.5,10,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2Mzk4NTkyOTYxMDM5NjYxOjE2NzUzNjE0OTM6c3BfbXRmOjIwMTA0MTQwMjY0Mjk4OjowOjo&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_236_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361493%26sprefix%3Dba%252Caps%252C283%26sr%3D8-236-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA385M0TPSNV7VS
Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Dark Grey College Bag,"1,181",4.2,"1,348",https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B08D7DTWLF/ref=sr_1_237?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-237
Double R Bags Big Heavy Duty Large Eco Waterproof Cotton Canvas Cloth Grocery Shopping Bag for Men Ladies Vegetable Milk Fruits with Hand Carry Handle Lunch Box Jhola Tote Bags (Cat) (1),299,4.3,195,https://www.amazon.in/Double-Waterproof-Grocery-Shopping-Vegetable/dp/B09XF7VXRT/ref=sr_1_238?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-238
ProArch Printed Bags for Girls Light Bird Laptop Backpack For Travel|College|School 30 L Backpack,759,Not rated,0,https://www.amazon.in/ProArch-Printed-Laptop-Backpack-College/dp/B0BSCG7X2B/ref=sr_1_239?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-239
"GREENLANDS 42 Litres Quad Backpack/Bag with Rain Cover for Travel, Upto 17” Laptop, School/College and Work Lightweight and Stylish Bag Men and Women- Light Grey","1,844",3.8,88,https://www.amazon.in/GreenLands-SG-Backpack-QUAD-L-Grey/dp/B08ML7RWG6/ref=sr_1_240?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-240
Half Moon Curiosity 35L Travel Laptop College School Backpack Water Resistant Slim Durable Fits 15.6 Inch Laptop Notebook with Rain cover (Navy Blue),849,3.7,162,https://www.amazon.in/Half-Moon-Curiosity-Backpack-Resistant/dp/B09S3ZK3N1/ref=sr_1_241?crid=2M096C61O4MLT&keywords=bags&qid=1675361493&sprefix=ba%2Caps%2C283&sr=8-241
